document_number,comment_id,category,agency
2025-06316,OMB-2025-0003-6436,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5783,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-1874,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5095,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2130,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3458,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4463,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4859,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6524,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3412,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6321,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2755,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5707,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1280,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0916,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5800,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-1954,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5913,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3187,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4419,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4980,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5994,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-4034,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4730,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5617,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0882,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0987,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3500,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5892,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4992,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4715,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2768,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0445,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1369,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0590,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3276,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4322,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0135,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2015,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0887,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6424,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6374,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4544,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3195,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0061,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5246,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3165,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1905,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1098,Organization/Corporation,Management and Budget Office
2025-06316,OMB-2025-0003-3958,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1020,Political Consultant/Lobbyist,Management and Budget Office
2025-06316,OMB-2025-0003-1237,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-5795,Political Consultant/Lobbyist,Management and Budget Office
2025-06316,OMB-2025-0003-3267,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6623,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-6249,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3327,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6890,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4232,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2561,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4356,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1315,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4300,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6234,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-4913,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1052,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5035,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1210,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1889,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4595,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6851,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0961,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1231,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4846,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4348,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0927,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3544,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5653,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3843,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6986,Organization/Corporation,Management and Budget Office
2025-06316,OMB-2025-0003-4018,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2573,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6551,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0506,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5641,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0489,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6141,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0807,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3909,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3337,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4207,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1468,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5684,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5998,Political Consultant/Lobbyist,Management and Budget Office
2025-06316,OMB-2025-0003-5937,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2043,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2029,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4200,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6721,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0114,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1083,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-3416,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0682,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6412,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6523,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4420,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0874,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0155,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5128,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4983,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4885,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0813,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1929,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5074,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6369,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3888,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3664,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5859,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3803,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3770,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4182,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6871,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4181,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5826,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-6840,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3527,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0057,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5874,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3246,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0485,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4168,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6971,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-6098,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-1199,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3425,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0790,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5920,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-1978,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3950,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4306,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1182,Political Consultant/Lobbyist,Management and Budget Office
2025-06316,OMB-2025-0003-0626,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1914,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6442,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5221,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3240,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3700,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5643,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3331,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4864,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4365,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3597,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4841,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4924,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4462,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2739,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6846,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0431,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6364,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0588,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4153,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2038,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0054,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4339,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6833,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5668,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1834,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3427,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4150,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-5698,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4405,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6966,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-0958,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4149,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5835,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2688,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4266,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0502,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4373,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6196,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3612,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5135,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5650,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1979,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1952,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0580,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0558,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6133,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6586,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3313,Organization/Corporation,Management and Budget Office
2025-06316,OMB-2025-0003-0602,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3305,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6311,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5943,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6834,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4006,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2066,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4723,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0113,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2619,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2663,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6486,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0543,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4250,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4014,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4465,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1480,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5917,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6097,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6333,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5142,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3290,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2763,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1256,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4301,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4328,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6034,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3299,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2633,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0938,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6576,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6493,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0422,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6917,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0955,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-1008,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3346,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5107,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-0732,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6609,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4556,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5790,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2635,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6475,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4938,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3420,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5990,Academic/Industry/Expert (incl. small/local business),Management and Budget Office
2025-06316,OMB-2025-0003-2004,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-5732,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4157,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3586,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6361,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-3186,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6848,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-6757,Organization/Corporation,Management and Budget Office
2025-06316,OMB-2025-0003-2562,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-2714,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4925,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4905,Ordinary Citizen,Management and Budget Office
2025-06316,OMB-2025-0003-4118,Ordinary Citizen,Management and Budget Office
2025-06869,NASA_FRDOC_0001-0996,Political Consultant/Lobbyist,National Aeronautics and Space Administration
2025-06869,NASA_FRDOC_0001-0997,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-00012,OMB-2025-0002-0002,Academic/Industry/Expert (incl. small/local business),"Management and Budget Office, Federal Procurement Policy Office"
2025-00012,OMB-2025-0002-0003,Organization/Corporation,"Management and Budget Office, Federal Procurement Policy Office"
2025-00012,OMB-2025-0002-0004,Organization/Corporation,"Management and Budget Office, Federal Procurement Policy Office"
2025-06869,NASA_FRDOC_0001-0993,Organization/Corporation,National Aeronautics and Space Administration
2025-06869,NASA_FRDOC_0001-0994,Political Consultant/Lobbyist,National Aeronautics and Space Administration
2025-06869,NASA_FRDOC_0001-0995,Political Consultant/Lobbyist,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0002,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0003,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-06869,NASA_FRDOC_0001-0998,Political Consultant/Lobbyist,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0004,Ordinary Citizen,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0005,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0006,Ordinary Citizen,National Aeronautics and Space Administration
2025-06869,NASA_FRDOC_0001-0991,Political Consultant/Lobbyist,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0007,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0008,Ordinary Citizen,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0009,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0010,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0011,Ordinary Citizen,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0012,Ordinary Citizen,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0013,Ordinary Citizen,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0014,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0015,Ordinary Citizen,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0016,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0017,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0018,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0019,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0020,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0021,Ordinary Citizen,National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0022,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0023,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0024,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0025,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0026,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0027,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0028,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0029,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0030,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07779,NASA-2025-0004-0031,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0002,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0003,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0004,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0005,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0006,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0007,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0008,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0009,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0010,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0011,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0012,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0013,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0014,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0015,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0016,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0017,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0018,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0019,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0020,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0021,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0022,Ordinary Citizen,National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0023,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0024,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-07913,NASA-2025-0003-0025,Academic/Industry/Expert (incl. small/local business),National Aeronautics and Space Administration
2025-13627,NCUA_FRDOC_0001-0449,Undecided/Anonymous,National Credit Union Administration
2025-12807,NCUA-2024-0014-0012,Ordinary Citizen,National Credit Union Administration
2025-06971,NCUA-2025-0046-0007,Organization/Corporation,National Credit Union Administration
2025-06971,NCUA-2025-0046-0008,Organization/Corporation,National Credit Union Administration
2025-10667,NCUA_FRDOC_0001-0447,Organization/Corporation,National Credit Union Administration
2025-13529,NCUA-2025-0279-0005,Organization/Corporation,National Credit Union Administration
2025-15586,NCUA_FRDOC_0001-0451,Organization/Corporation,National Credit Union Administration
2025-16248,NCUA_FRDOC_0001-0457,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0010,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0011,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0014,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0015,Academic/Industry/Expert (incl. small/local business),National Credit Union Administration
2025-12807,NCUA-2024-0014-0013,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0023,Ordinary Citizen,National Credit Union Administration
2025-12807,NCUA-2024-0014-0016,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0017,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0018,Undecided/Anonymous,National Credit Union Administration
2025-12807,NCUA-2024-0014-0025,Ordinary Citizen,National Credit Union Administration
2025-12807,NCUA-2024-0014-0019,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0020,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0021,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0022,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0024,Organization/Corporation,National Credit Union Administration
2025-12807,NCUA-2024-0014-0027,Undecided/Anonymous,National Credit Union Administration
2025-12807,NCUA-2024-0014-0026,Organization/Corporation,National Credit Union Administration
2025-18856,NCUA-2025-0543-0002,Organization/Corporation,National Credit Union Administration
2025-18856,NCUA-2025-0543-0003,Organization/Corporation,National Credit Union Administration
2025-18856,NCUA-2025-0543-0004,Organization/Corporation,National Credit Union Administration
