document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2018-20003,Agency Information Collection Activities; Proposed eCollection eComments Requested; Revision of a Currently Approved Collection: Records Modification Form (FD-1115),"Justice Department, Federal Bureau of Investigation",2018-09-14,,2018-11-13,,0,federalregister
2018-19968,"Petition for Exemption; Summary of Petition Received; Silver Wings Drone Services, LLC","Transportation Department, Federal Aviation Administration",2018-09-14,,2018-10-04,FAA-2018-0652-0003,3,federalregister
2018-19967,Petition for Exemption; Summary of Petition Received; Powers Flight Group,"Transportation Department, Federal Aviation Administration",2018-09-14,,2018-10-04,FAA-2018-0574-0005,3,federalregister
2018-20144,"Notice of Availability of the Final Environmental Assessment (EA) and Finding of No Significant Impact/Record of Decision (FONSI/ROD) for the Runway 14/32 Relocation/Extension and Associated Improvements Project for the Lake Elmo Airport (21D) in Lake Elmo, MN","Transportation Department, Federal Aviation Administration",2018-09-17,,,FAA-2013-0259-2445,0,federalregister
2018-20134,Petition for Waiver of Compliance,"Transportation Department, Federal Railroad Administration",2018-09-17,,,FRA-2015-0044-0008,0,federalregister
2018-20147,Notice of Intent To Seek Approval To Extend an Information Collection,National Science Foundation,2018-09-17,,2018-11-16,NSF_FRDOC_0001-2173,0,federalregister
2018-20180,Reporting and Recordkeeping Requirements Under OMB Review,Small Business Administration,2018-09-17,,2018-10-17,,0,federalregister
2018-20037,Clean Water Act: West Virginia's NPDES Program Revision,Environmental Protection Agency,2018-09-17,,2018-10-17,EPA_FRDOC_0001-22889,2,federalregister
2018-20131,Energy Conservation Program: Request for Information on the Emerging Smart Technology Appliance and Equipment Market,Energy Department,2018-09-17,,2018-11-16,EERE-2018-BT-OT-0019-0001,21,federalregister
2018-20124,Uniform Mortgage-Backed Security,Federal Housing Finance Agency,2018-09-17,,2018-11-16,FHFA-2018-0022-0001,0,federalregister
2018-19841,"Airworthiness Directives; Bombardier, Inc., Airplanes","Transportation Department, Federal Aviation Administration",2018-09-17,,2018-11-01,FAA-2018-0792-0001,3,federalregister
2018-19889,Airworthiness Directives; GA 8 Airvan (Pty) Ltd Airplanes,"Transportation Department, Federal Aviation Administration",2018-09-17,,2018-11-01,FAA-2018-0771-0001,0,federalregister
2018-19840,Airworthiness Directives; The Boeing Company Airplanes,"Transportation Department, Federal Aviation Administration",2018-09-17,,2018-11-01,FAA-2018-0793-0001,2,federalregister
2018-19932,Airworthiness Directives; Airbus SAS Airplanes,"Transportation Department, Federal Aviation Administration",2018-09-17,,2018-11-01,FAA-2018-0795-0001,2,federalregister
2018-20136,"Notice of Petition for Waiver of Johnson Controls, Inc. From the Department of Energy Central Air Conditioners and Heat Pumps Test Procedure, and Notice of Grant of Interim Waiver",Energy Department,2018-09-17,,2018-09-28,EERE-2017-BT-WAV-0039-0018,12,federalregister
2018-20094,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Pollution Prevention and Control,"Interior Department, Safety and Environmental Enforcement Bureau",2018-09-17,,2018-10-17,BSEE-2018-0013-0002,0,federalregister
2018-20117,Advisory Committee on Construction Safety and Health,"Labor Department, Occupational Safety and Health Administration",2018-09-17,,2018-11-16,OSHA-2018-0012-0001,96,federalregister
2018-20132,Mid-Atlantic Fishery Management Council (MAFMC); Public Hearings,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-17,,2018-10-12,,0,federalregister
2018-20165,Notice of Intent To Prepare an Environmental Assessment for the Edward J. Schwartz Federal Building Structural Enhancements Project,General Services Administration,2018-09-17,,2018-10-19,GSA-GSA-2018-0002-0073,0,federalregister
2018-20126,Agency for Healthcare Research and Quality; Notice of Meetings,Health and Human Services Department,2018-09-17,,,AHRQ-2022-0004-0701,0,federalregister
2018-20092,"Agency Information Collection Activities; Proposed Collection; Comment Request; Obtaining Information for Evaluating Nominated Bulk Drug Substances for Use in Compounding Drug Products Under Section 503B of the Federal Food, Drug, and Cosmetic Act","Health and Human Services Department, Food and Drug Administration",2018-09-17,,2018-11-16,FDA-2018-N-2973-0001,0,federalregister
2018-20145,"Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Safety Management Systems for Domestic, Flag, and Supplemental Operations Certificate Holders","Transportation Department, Federal Aviation Administration",2018-09-17,,2018-10-17,FAA-2009-0671-0187,1,federalregister
2018-20158,Agency Information Collection Activities; Renewal of a Currently Approved Information Collection Request: Application for Certificate of Registration for Foreign Motor Carriers and Foreign Motor Private Carriers,"Transportation Department, Federal Motor Carrier Safety Administration",2018-09-17,,2018-10-17,FMCSA-2018-0004-0002,1,federalregister
2018-20157,Agency Information Collection Activities; Revision of an Approved Information Collection: Electronic Logging Device (ELD) Vendor Registration,"Transportation Department, Federal Motor Carrier Safety Administration",2018-09-17,,2018-11-16,FMCSA-2018-0287-0001,2,federalregister
2018-20052,Proposed Agency Information Collection Activities; Comment Request,"Transportation Department, Federal Railroad Administration",2018-09-17,,2018-11-16,FRA-2017-0002-0037,0,federalregister
2018-20095,Rulemaking Petition: Personal Use of Leadership PAC Funds,Federal Election Commission,2018-09-17,,2018-11-16,FEC-2018-0050-0001,0,federalregister
2018-19862,Airworthiness Directives; Pratt & Whitney Canada Corp. Turboshaft Engines,"Transportation Department, Federal Aviation Administration",2018-09-17,,2018-11-01,FAA-2018-0739-0001,2,federalregister
2018-19949,Significant New Use Rules on Certain Chemical Substances,Environmental Protection Agency,2018-09-17,,2018-10-17,EPA-HQ-OPPT-2018-0567-0001,16,federalregister
2018-20149,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Application Package for Senior Corps Grant Application (424-NSSC); Proposed Information Collection; Comment Request,Corporation for National and Community Service,2018-09-17,,2018-10-17,CNCS-2018-0005-0122,1,federalregister
2018-20130,Submission of Information Collections Under the Paperwork Reduction Act,"Interior Department, National Indian Gaming Commission",2018-09-17,,2018-10-17,NIGC_FRDOC_0001-0146,0,federalregister
2018-20123,Effectiveness of Licensing Procedures for Agricultural Commodities to Cuba,"Commerce Department, Industry and Security Bureau",2018-09-17,,2018-10-17,,0,federalregister
2018-20125,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal Deposit Insurance Corporation,2018-09-17,,2018-10-17,FDIC-2018-0089-0001,0,federalregister
2018-20118,Draft Update to the Centers for Disease Control and Prevention Infection Prevention and Control Recommendation Categorization Scheme,"Health and Human Services Department, Centers for Disease Control and Prevention",2018-09-17,,2018-10-17,,0,federalregister
2018-20217,Oakshire Naturals LP; Filing of Food Additive Petition,"Health and Human Services Department, Food and Drug Administration",2018-09-18,,,,0,federalregister
2018-20287,Market Tests,Postal Regulatory Commission,2018-09-18,,2018-10-18,PRC-2018-0021-0001,0,federalregister
2018-20205,Proposed Information Collection; Comment Request; Automated Export System Program,"Commerce Department, Census Bureau",2018-09-18,,2018-11-19,,0,federalregister
2018-20227,Proposed Information Collection; Comment Request; U.S. Territorial Catch and Fishing Effort Limits,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-18,,2018-11-19,,0,federalregister
2018-20175,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; AmeriCorps Child Care Benefit Forms; Proposed Information Collection; Comment Request,Corporation for National and Community Service,2018-09-18,,2018-10-18,CNCS-2018-0013-0010,1,federalregister
2018-20218,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Federal Perkins/NDSL Loan Assignment Form,Education Department,2018-09-18,,2018-10-18,ED-2018-ICCD-0073-0007,1,federalregister
2018-20286,Access to Confidential Business Information by General Dynamics Information Technology,Environmental Protection Agency,2018-09-18,,,EPA-HQ-OPPT-2003-0004-0118,0,federalregister
2018-20240,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2018-09-18,,2018-11-19,FCC-2018-0324-0001,0,federalregister
2018-20251,Information Collections Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2018-09-18,,2018-11-19,FCC-2018-0328-0001,0,federalregister
2018-20241,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2018-09-18,,2018-11-19,FCC-2018-0323-0001,0,federalregister
2018-20252,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2018-09-18,,2018-11-19,FCC-2018-0322-0001,0,federalregister
2018-20201,Temporary Labor Camps; Extension of the Office of Management and Budget's (OMB) Approval of Information Collection (Paperwork) Requirements,"Labor Department, Occupational Safety and Health Administration",2018-09-18,,2018-11-19,OSHA-2012-0012-0007,0,federalregister
2018-20271,Sandpiper of California and PiperGear USA; Analysis To Aid Public Comment,Federal Trade Commission,2018-09-18,,2018-10-12,FTC-2018-0082-0001,0,federalregister
2018-20169,Revised Draft NIOSH Current Intelligence Bulletin: Health Effects of Occupational Exposure to Silver Nanomaterials,"Health and Human Services Department, Centers for Disease Control and Prevention",2018-09-18,,,CDC-2016-0001-0022,2,federalregister
2018-20209,"60-Day Notice of Proposed Information Collection: Request To Change End User, End Use and/or Destination of Hardware",State Department,2018-09-18,,2018-11-19,DOS-2018-0041-0001,0,federalregister
2018-20248,Proposed Data Collection Submitted for Public Comment and Recommendations,"Health and Human Services Department, Centers for Disease Control and Prevention",2018-09-18,,2018-11-19,,0,federalregister
2018-20220,Proposed Collection; Comment Request for Regulation Project,"Treasury Department, Internal Revenue Service",2018-09-18,,2018-11-19,,0,federalregister
2018-20222,Proposed Collection; Comment Request on Information Collection for Form 8569,"Treasury Department, Internal Revenue Service",2018-09-18,,2018-11-19,,0,federalregister
2018-20199,Agency Information Collection Activity Under OMB Review: Certification of Change or Correction of Name Government Life Insurance,Veterans Affairs Department,2018-09-18,,2018-10-18,VA-2018-VACO-0001-6778,1,federalregister
2018-19955,Covered Savings Associations,"Treasury Department, Comptroller of the Currency",2018-09-18,,2018-11-19,OCC-2018-0020-0001,16,federalregister
2018-20098,"Airworthiness Directives; Bombardier, Inc., Airplanes","Transportation Department, Federal Aviation Administration",2018-09-18,,2018-11-02,FAA-2018-0796-0001,0,federalregister
2018-20002,Airworthiness Directives; Weatherly Aircraft Company,"Transportation Department, Federal Aviation Administration",2018-09-18,,2018-11-02,FAA-2018-0833-0001,3,federalregister
2018-20167,"Petition of the World Shipping Council for an Exemption From Certain Provisions of the Shipping Act of 1984, as Amended, and for a Rulemaking Proceeding; Notice of Filing and Request for Comments",Federal Maritime Commission,2018-09-18,,,,0,federalregister
2018-20185,Draft 2018 Marine Mammal Stock Assessment Reports,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-18,,2018-12-17,NOAA-NMFS-2018-0086-0001,18,federalregister
2018-20208,"Proposed Information Collection; Comment Request; Coastal and Estuarine Land Conservation Planning, Protection or Restoration","Commerce Department, National Oceanic and Atmospheric Administration",2018-09-18,,2018-11-19,,0,federalregister
2018-20216,Agency Information Collection Activities; Comment Request; High School and Beyond 2020 (HS&B:20) Base-Year Field Test Sampling and Recruitment,Education Department,2018-09-18,,2018-11-19,ED-2018-ICCD-0096-0001,2,federalregister
2018-20242,Proposed Agency Information Collection: Security,Energy Department,2018-09-18,,2018-11-19,DOE-HQ-2018-0001-0157,0,federalregister
2018-20211,"Vistra Operations Company LLC; Comanche Peak Nuclear Power Plant, Unit No. 1",Nuclear Regulatory Commission,2018-09-18,,2018-10-02,NRC-2018-0205-0001,0,federalregister
2018-20250,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2018-09-18,,2018-11-19,FCC-2018-0326-0001,0,federalregister
2018-20270,Information Collection Being Reviewed by the Federal Communications Commission,Federal Communications Commission,2018-09-18,,2018-11-19,FCC-2018-0325-0001,0,federalregister
2018-20272,Patriot Puck; Analysis To Aid Public Comment,Federal Trade Commission,2018-09-18,,2018-10-12,FTC-2018-0081-0001,2,federalregister
2018-20247,Proposed Data Collection Submitted for Public Comment and Recommendations,"Health and Human Services Department, Centers for Disease Control and Prevention",2018-09-18,,2018-11-19,,0,federalregister
2018-20214,Post-Marketing Pediatric-Focused Product Safety Reviews; Establishment of a Public Docket; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2018-09-18,,2018-09-28,FDA-2017-N-7022-0002,4,federalregister
2018-20231,Agency Information Collection Activities: Information Collection Renewal; Submission for OMB Review; Guidance on Stress Testing for Banking Organizations With More than $10 Billion in Total Consolidated Assets,"Treasury Department, Comptroller of the Currency",2018-09-18,,2018-10-18,,0,federalregister
2018-20200,Agency Information Collection Activity Under OMB Review: Accelerated Aging Among Vietnam-Era Veterans Survey,Veterans Affairs Department,2018-09-18,,2018-10-18,VA-2018-VACO-0001-6779,1,federalregister
2018-20401,"Petition for Exemption; Summary of Petition Received; ExpressJet Airlines, Inc.","Transportation Department, Federal Aviation Administration",2018-09-19,,2018-10-09,FAA-2018-0092-0002,1,federalregister
2018-20293,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Fractional Aircraft Ownership Programs,"Transportation Department, Federal Aviation Administration",2018-09-19,,2018-10-19,FAA-2013-0259-2447,0,federalregister
2018-20340,Proposed Collection of Information: Disposition of Treasury Securities Belonging to a Decedent's Estate Being Settled Without Administration,"Treasury Department, Bureau of the Fiscal Service",2018-09-19,,2018-11-19,,0,federalregister
2018-20099,Airworthiness Directives; ATR-GIE Avions de Transport Régional Airplanes,"Transportation Department, Federal Aviation Administration",2018-09-19,,2018-03-29,FAA-2018-0167-0006,0,federalregister
2018-20378,Outer Continental Shelf Activities,"Homeland Security Department, Coast Guard",2018-09-19,,,,0,federalregister
2018-20315,Agency Information Collection Activities: Submission for OMB Review; Comment Request; National Fire Department Registry,"Homeland Security Department, Federal Emergency Management Agency",2018-09-19,,2018-10-19,FEMA-2018-0023-0002,0,federalregister
2018-20351,Incidental Take Permit Application To Participate in American Burying-Beetle Amended Oil and Gas Industry Conservation Plan in Oklahoma,"Interior Department, Fish and Wildlife Service",2018-09-19,,2018-10-19,,0,federalregister
2018-20324,"Vogtle Electric Generating Plant, Units 3 and 4",Nuclear Regulatory Commission,2018-09-19,,2018-10-19,NRC-2008-0252-0140,2,federalregister
2018-20402,Aviation Rulemaking Advisory Committee (ARAC); Renewal,"Transportation Department, Federal Aviation Administration",2018-09-19,,,FAA-2013-0259-2450,0,federalregister
2018-20292,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Flight Engineers and Flight Navigators,"Transportation Department, Federal Aviation Administration",2018-09-19,,2018-10-19,FAA-2013-0259-2446,1,federalregister
2018-20404,"Notice of Release From Federal Surplus Property and Grant Assurance Obligations at Francis S. Gabreski Airport (FOK), Westhampton Beach, NY","Transportation Department, Federal Aviation Administration",2018-09-19,,2018-10-19,FAA-2013-0259-2453,0,federalregister
2018-20399,Agency Information Collection Activities: Request for Comments; Clearance of Renewed Approval of Information Collection: Training and Qualification Requirements for Check Airmen and Flight Instructors,"Transportation Department, Federal Aviation Administration",2018-09-19,,2018-11-19,FAA-2013-0259-2448,2,federalregister
2018-20327,Proposed Collection of Information: Trace Request for Electronic Funds Transfer (EFT) Payment; and Trace Request Direct Deposit,"Treasury Department, Bureau of the Fiscal Service",2018-09-19,,2018-11-19,,0,federalregister
2018-20330,Proposed Information Collection; Comment Request; California-Oregon-Washington Coastal Pelagic Fishery Economic Survey,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-19,,2018-11-19,,0,federalregister
2018-20334,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Trends in International Mathematics and Science Study (TIMSS) 2019 Main Study,Education Department,2018-09-19,,2018-10-19,ED-2018-ICCD-0098-0001,2,federalregister
2018-20370,"Application To Export Electric Energy; Saavi Energy Solutions, LLC",Energy Department,2018-09-19,,2018-10-19,DOE-HQ-2018-0001-0151,0,federalregister
2018-20388,Proposed Information Collection Request; Comment Request; Technical Assistance Needs Assessments (TANAs) at Superfund Remedial or Removal Sites,Environmental Protection Agency,2018-09-19,,2018-11-19,EPA-HQ-SFUND-2012-0578-0006,0,federalregister
2018-20379,Eligibility of the People's Republic of China To Export Siluriformes Fish and Fish Products to the United States,"Agriculture Department, Food Safety and Inspection Service",2018-09-19,,2018-10-19,FSIS-2018-0030-0002,31,federalregister
2018-20238,Petition for Reconsideration of Action in Rulemaking Proceeding,Federal Communications Commission,2018-09-19,,,,0,federalregister
2018-20372,Agency Information Collection Activities: Submission for OMB Review; Comment Request,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2018-09-19,,2018-10-19,CMS-2018-0088-0009,3,federalregister
2018-20377,60-Day Notice of Proposed Information Collection: Department of State Acquisition Regulation (DOSAR),State Department,2018-09-19,,2018-11-19,DOS-2018-0038-0001,0,federalregister
2018-20341,60-Day Notice of Proposed Information Collection: Annual Brokering Report,State Department,2018-09-19,,2018-11-19,DOS-2018-0042-0001,0,federalregister
2018-20397,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Commercial Air Tour Operator Reports,"Transportation Department, Federal Aviation Administration",2018-09-19,,2018-11-19,FAA-2013-0259-2449,1,federalregister
2018-20339,Proposed Collection of Information: Application by Voluntary Guardian of Incapacitated Owner of United States Savings Bonds or Savings Notes,"Treasury Department, Bureau of the Fiscal Service",2018-09-19,,2018-11-19,,0,federalregister
2018-20325,Proposed Collection of Information: Creditor's Request for Payment of Treasury Securities Belonging to a Decedent's Estate Being Settled Without Administration,"Treasury Department, Bureau of the Fiscal Service",2018-09-19,,2018-11-19,,0,federalregister
2018-20337,Proposed Collection of Information: Application for Issue of United States Mortgage Guaranty Insurance Company Tax and Loss Bonds,"Treasury Department, Bureau of the Fiscal Service",2018-09-19,,2018-11-19,,0,federalregister
2018-20298,Submission for OMB Review; Novation/Change of Name Requirements,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2018-09-19,,2018-10-19,FAR-2018-0003-0029,0,federalregister
2018-20376,Eligibility of the Socialist Republic of Vietnam To Export Siluriformes Fish and Fish Products to the United States,"Agriculture Department, Food Safety and Inspection Service",2018-09-19,,2018-10-19,FSIS-2018-0029-0002,47,federalregister
2018-20380,Eligibility of Thailand To Export Siluriformes Fish and Fish Products to the United States,"Agriculture Department, Food Safety and Inspection Service",2018-09-19,,2018-10-19,FSIS-2018-0031-0002,23,federalregister
2018-20354,Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension of a Currently Approved Collection: National Corrections Reporting Program,Justice Department,2018-09-19,,2018-10-19,,0,federalregister
2018-20322,"Vogtle Electric Generating Plant, Units 3 and 4",Nuclear Regulatory Commission,2018-09-19,,2018-10-19,NRC-2008-0252-0141,0,federalregister
2018-20395,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Report of Inspections Required by Airworthiness Directives,"Transportation Department, Federal Aviation Administration",2018-09-19,,2018-11-19,FAA-2013-0259-2451,0,federalregister
2018-20393,"Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Operating Requirements: Domestic, Flag, and Supplemental Operations-Part 121","Transportation Department, Federal Aviation Administration",2018-09-19,,2018-11-19,FAA-2013-0259-2452,0,federalregister
2018-20294,Qualification of Drivers; Exemption Applications; Diabetes Mellitus,"Transportation Department, Federal Motor Carrier Safety Administration",2018-09-19,,2018-10-19,FMCSA-2018-0205-0001,1,federalregister
2018-20312,Railroad Safety Advisory Committee; Re-Establishment,"Transportation Department, Federal Railroad Administration",2018-09-19,,,FRA-2000-7257-0179,0,federalregister
2018-20302,Port Authority Trans-Hudson's Request for Positive Train Control Safety Plan Approval and System Certification,"Transportation Department, Federal Railroad Administration",2018-09-19,,2018-10-19,FRA-2010-0034-0048,0,federalregister
2018-20310,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; National Assessment of Educational Progress (NAEP) 2019 and 2020 Update,Education Department,2018-09-19,,2018-10-19,ED-2018-ICCD-0097-0001,2,federalregister
2018-20366,New Postal Products,Postal Regulatory Commission,2018-09-19,,2018-09-24,,0,federalregister
2018-20296,Removal of Emerald Ash Borer Domestic Quarantine Regulations,"Agriculture Department, Animal and Plant Health Inspection Service",2018-09-19,,2018-11-19,APHIS-2017-0056-0001,149,federalregister
2018-20166,"OCC Guidelines Establishing Standards for Recovery Planning by Certain Large Insured National Banks, Insured Federal Savings Associations, and Insured Federal Branches; Technical Amendments","Treasury Department, Comptroller of the Currency",2018-09-19,,2018-11-05,OCC-2018-0028-0001,4,federalregister
2018-20105,"Airworthiness Directives; Bombardier, Inc., Airplanes","Transportation Department, Federal Aviation Administration",2018-09-19,,2018-11-05,FAA-2018-0799-0001,0,federalregister
2018-20106,"Airworthiness Directives; Saab AB, Saab Aeronautics (Formerly Known as Saab AB, Saab Aerosystems) Airplanes","Transportation Department, Federal Aviation Administration",2018-09-19,,2018-11-05,FAA-2018-0797-0001,0,federalregister
2018-20335,"Safety Zones; Spaceport Camden, Woodbine, GA","Homeland Security Department, Coast Guard",2018-09-19,,,,0,federalregister
2018-20259,Magnuson-Stevens Fishery Conservation and Management Act Provisions; Fisheries of the Northeastern United States; Industry-Funded Monitoring,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-19,,2018-11-19,NOAA-NMFS-2018-0109-0021,2,federalregister
2018-19460,Magnuson-Stevens Act Provisions; Fisheries Off West Coast States; Pacific Coast Groundfish Fishery; 2019-20 Biennial Specifications and Management Measures,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-19,,2018-10-19,NOAA-NMFS-2018-0056-0001,8,federalregister
2018-20299,Information Collection; Identification of Predecessors,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2018-09-19,,2018-11-19,DOD-2018-OS-0002-0037,0,federalregister
2018-20457,Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Proposed Amendment 11; Comment Period Extension,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-20,,2018-10-08,NOAA-NMFS-2018-0011-0035,22,federalregister
2018-20461,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel OCEAN SPIRIT; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-09-20,,2018-10-22,MARAD-2018-0152-0001,0,federalregister
2018-20460,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel MISS BROOKE; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-09-20,,2018-10-22,MARAD-2018-0151-0001,0,federalregister
2018-20162,Lease and Interchange of Vehicles; Motor Carriers of Passengers,"Transportation Department, Federal Motor Carrier Safety Administration",2018-09-20,,2018-11-19,FMCSA-2012-0103-0143,17,federalregister
2018-20452,"Meeting Notice of the National Agricultural Research, Extension, Education, and Economics Advisory Board",Agriculture Department,2018-09-20,,2018-10-12,USDA_FRDOC_0001-1896,3,federalregister
2018-20477,Marine Mammals; File No. 21425,"Commerce Department, National Oceanic and Atmospheric Administration",2018-09-20,,2018-10-22,,0,federalregister
2018-20403,"Proposed Amendment of Class D Airspace; Detroit, MI","Transportation Department, Federal Aviation Administration",2018-09-20,,2018-11-05,FAA-2018-0685-0001,0,federalregister
2018-20456,Agency Information Collection Activities; Comment Request; Borrower Defenses Against Loan Repayment,Education Department,2018-09-20,,2018-11-19,ED-2018-ICCD-0099-0001,7,federalregister
2018-20496,New Postal Products,Postal Regulatory Commission,2018-09-20,,2018-09-24,,0,federalregister
2018-20470,Notice of Permit Applications Received Under the Antarctic Conservation Act of 1978,National Science Foundation,2018-09-20,,2018-10-22,NSF_FRDOC_0001-2178,0,federalregister
2018-20412,Revision of Agency Information Collection Activity Under OMB Review: TSA Claims Application,"Homeland Security Department, Transportation Security Administration",2018-09-20,,2018-10-22,TSA-2013-0001-0121,2,federalregister
2018-20486,Proposed Collection; Comment Request,"Defense Department, Army Department",2018-09-20,,2018-11-19,USA-2016-HQ-0038-0005,0,federalregister
2018-20482,Submission for OMB Review; Comment Request,Defense Department,2018-09-20,,2018-10-22,DOD-2018-OS-0034-0003,0,federalregister
2018-20464,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel RICHARD H. DANA; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-09-20,,2018-10-22,MARAD-2018-0149-0001,0,federalregister
2018-20459,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel GIOVANNINO; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-09-20,,2018-10-22,MARAD-2018-0146-0001,0,federalregister
2018-20458,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel FIRST WAVE; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-09-20,,2018-10-22,MARAD-2018-0145-0001,0,federalregister
2018-20463,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel REBEL SOUL; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-09-20,,2018-10-22,MARAD-2018-0148-0001,0,federalregister
2018-20462,Requested Administrative Waiver of the Coastwise Trade Laws: Vessel ONE IRON; Invitation for Public Comments,"Transportation Department, Maritime Administration",2018-09-20,,2018-10-22,MARAD-2018-0147-0001,0,federalregister
2018-20489,Proposed Collection; Comment Request,"Defense Department, Navy Department",2018-09-20,,2018-11-19,USN-2018-HQ-0015-0001,0,federalregister
2018-20449,Notice of Request for Revision to and Extension of Approval of an Information Collection; Importation of Fresh Peppers From Peru Into the Continental United States and the Territories,"Agriculture Department, Animal and Plant Health Inspection Service",2018-09-20,,2018-11-19,APHIS-2018-0058-0001,0,federalregister
2018-20481,Supplemental Evidence and Data Request on Depression in Children: Systematic Review,"Health and Human Services Department, Agency for Healthcare Research and Quality",2018-09-20,,,AHRQ-2022-0004-0702,0,federalregister
2018-20510,Privacy Act of 1974; Matching Program,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2018-09-20,,2018-10-22,CMS-2018-0003-0005,3,federalregister
2018-20436,Agency Information Collection Activities; Comment Request; Data Collections From Industry-Recognized Apprenticeship Program Accreditors,"Labor Department, Employment and Training Administration",2018-09-20,,2018-11-19,,0,federalregister
2018-20451,Proposed Revisions to Branch Technical Position 5-3: Fracture Toughness Requirements,Nuclear Regulatory Commission,2018-09-20,,2018-10-22,NRC-2018-0145-0003,0,federalregister
2018-20502,Product Identifiers Under the Drug Supply Chain Security Act Questions and Answers; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2018-09-20,,2018-11-19,FDA-2018-D-3175-0001,12,federalregister
2018-20509,Agency Information Collection Activities Under OMB Review,Commodity Futures Trading Commission,2018-09-20,,2018-10-22,CFTC-2018-0061-0001,0,federalregister
2018-20485,Submission for OMB Review; Comment Request,Defense Department,2018-09-20,,2018-10-22,DOD-2018-OS-0015-0002,0,federalregister
2018-20225,"Proposed Amendment of Class E Airspace, Mountain City, TN; and Proposed Establishment of Class E Airspace; Elizabethton, TN","Transportation Department, Federal Aviation Administration",2018-09-20,,2018-11-05,FAA-2018-0745-0001,0,federalregister
2018-20405,"Proposed Amendment of Class D Airspace; Pontiac, MI","Transportation Department, Federal Aviation Administration",2018-09-20,,2018-11-05,FAA-2018-0698-0001,0,federalregister
2018-20224,"Proposed Establishment of Class E Airspace, and Amendment of Class D Airspace and Class E Airspace; Dothan, AL","Transportation Department, Federal Aviation Administration",2018-09-20,,2018-11-05,FAA-2018-0744-0001,0,federalregister
2018-20398,"Proposed Amendment of Class E Airspace; Cabool, MO","Transportation Department, Federal Aviation Administration",2018-09-20,,2018-11-05,FAA-2018-0682-0001,0,federalregister
2018-20400,"Proposed Amendment of Class D and E Airspace and Revocation of Class E Airspace; Fayetteville, AR","Transportation Department, Federal Aviation Administration",2018-09-20,,2018-11-05,FAA-2018-0699-0001,0,federalregister
2018-20332,"Special Regulations, Areas of the National Park System, Death Valley National Park; Designation of Airstrip","Interior Department, National Park Service",2018-09-20,,2018-11-19,NPS-2018-0008-0001,461,federalregister
2018-20427,Hours of Service,"Transportation Department, Federal Motor Carrier Safety Administration",2018-09-20,,,FMCSA-2018-0248-2722,0,federalregister
